"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q4","Q4-2008","PER","Persons","3","Thousands",,,8532.366,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q1","Q1-2009","PER","Persons","3","Thousands",,,8556.667,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q2","Q2-2009","PER","Persons","3","Thousands",,,8586.267,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q3","Q3-2009","PER","Persons","3","Thousands",,,8589.167,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q4","Q4-2009","PER","Persons","3","Thousands",,,8629,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q1","Q1-2010","PER","Persons","3","Thousands",,,8664.767,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q2","Q2-2010","PER","Persons","3","Thousands",,,8692.333,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q3","Q3-2010","PER","Persons","3","Thousands",,,8719.134,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010","PER","Persons","3","Thousands",,,8711.967,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011","PER","Persons","3","Thousands",,,8764.866,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011","PER","Persons","3","Thousands",,,8776.233,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q3","Q3-2011","PER","Persons","3","Thousands",,,8775.967,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q4","Q4-2011","PER","Persons","3","Thousands",,,8790.167,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q1","Q1-2012","PER","Persons","3","Thousands",,,8800.3,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q2","Q2-2012","PER","Persons","3","Thousands",,,8851.333,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q3","Q3-2012","PER","Persons","3","Thousands",,,8874.2,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q4","Q4-2012","PER","Persons","3","Thousands",,,8942.566,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q1","Q1-2013","PER","Persons","3","Thousands",,,8965.667,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q2","Q2-2013","PER","Persons","3","Thousands",,,8955.866,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q3","Q3-2013","PER","Persons","3","Thousands",,,8966.4,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q4","Q4-2013","PER","Persons","3","Thousands",,,8955.167,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q1","Q1-2014","PER","Persons","3","Thousands",,,8956.434,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q2","Q2-2014","PER","Persons","3","Thousands",,,8967.934,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q3","Q3-2014","PER","Persons","3","Thousands",,,8965.9,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q4","Q4-2014","PER","Persons","3","Thousands",,,8957.4,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q1","Q1-2015","PER","Persons","3","Thousands",,,8976.6,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q2","Q2-2015","PER","Persons","3","Thousands",,,8982.934,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q3","Q3-2015","PER","Persons","3","Thousands",,,9009.866,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q4","Q4-2015","PER","Persons","3","Thousands",,,9028.5,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q1","Q1-2016","PER","Persons","3","Thousands",,,9058.333,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q2","Q2-2016","PER","Persons","3","Thousands",,,9081.5,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q3","Q3-2016","PER","Persons","3","Thousands",,,9092.866,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q4","Q4-2016","PER","Persons","3","Thousands",,,9141.4,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q1","Q1-2017","PER","Persons","3","Thousands",,,9179.3,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q2","Q2-2017","PER","Persons","3","Thousands",,,9208.333,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q3","Q3-2017","PER","Persons","3","Thousands",,,9241.533,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q4","Q4-2017","PER","Persons","3","Thousands",,,9278.634,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q1","Q1-2018","PER","Persons","3","Thousands",,,9261.233,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q2","Q2-2018","PER","Persons","3","Thousands",,,9308.134,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q3","Q3-2018","PER","Persons","3","Thousands",,,9364.967,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q4","Q4-2018","PER","Persons","3","Thousands",,,9401.967,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019","PER","Persons","3","Thousands",,,9469.566,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019","PER","Persons","3","Thousands",,,9497.366,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q3","Q3-2019","PER","Persons","3","Thousands",,,9535.667,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q4","Q4-2019","PER","Persons","3","Thousands",,,9572.4,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q1","Q1-2020","PER","Persons","3","Thousands",,,9491.3,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q2","Q2-2020","PER","Persons","3","Thousands",,,8950.767,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q3","Q3-2020","PER","Persons","3","Thousands",,,9409.1,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2020-Q4","Q4-2020","PER","Persons","3","Thousands",,,9568.934,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q1","Q1-2021","PER","Persons","3","Thousands",,,9554,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q2","Q2-2021","PER","Persons","3","Thousands",,,9528.6,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q3","Q3-2021","PER","Persons","3","Thousands",,,9648.934,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2021-Q4","Q4-2021","PER","Persons","3","Thousands",,,9725.9,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q1","Q1-2022","PER","Persons","3","Thousands",,,9775.467,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q2","Q2-2022","PER","Persons","3","Thousands",,,9823.2,,
"CAN","Canada","LFACTTFE","Active population, Aged 15 and over, Females","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2022-Q3","Q3-2022","PER","Persons","3","Thousands",,,9777.167,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1959-Q1","Q1-1959","PER","Persons","3","Thousands",,,4676.678,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1959-Q2","Q2-1959","PER","Persons","3","Thousands",,,4670.567,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1959-Q3","Q3-1959","PER","Persons","3","Thousands",,,4694.211,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1959-Q4","Q4-1959","PER","Persons","3","Thousands",,,4707.354,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1960-Q1","Q1-1960","PER","Persons","3","Thousands",,,4730.267,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1960-Q2","Q2-1960","PER","Persons","3","Thousands",,,4748.265,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1960-Q3","Q3-1960","PER","Persons","3","Thousands",,,4757.774,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1960-Q4","Q4-1960","PER","Persons","3","Thousands",,,4778.928,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1961-Q1","Q1-1961","PER","Persons","3","Thousands",,,4785.969,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1961-Q2","Q2-1961","PER","Persons","3","Thousands",,,4778.975,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1961-Q3","Q3-1961","PER","Persons","3","Thousands",,,4777.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1961-Q4","Q4-1961","PER","Persons","3","Thousands",,,4784.274,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1962-Q1","Q1-1962","PER","Persons","3","Thousands",,,4807.662,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1962-Q2","Q2-1962","PER","Persons","3","Thousands",,,4819.969,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1962-Q3","Q3-1962","PER","Persons","3","Thousands",,,4821.613,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1962-Q4","Q4-1962","PER","Persons","3","Thousands",,,4823.358,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1963-Q1","Q1-1963","PER","Persons","3","Thousands",,,4853.718,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1963-Q2","Q2-1963","PER","Persons","3","Thousands",,,4867.59,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1963-Q3","Q3-1963","PER","Persons","3","Thousands",,,4884.347,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1963-Q4","Q4-1963","PER","Persons","3","Thousands",,,4907.613,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1964-Q1","Q1-1964","PER","Persons","3","Thousands",,,4924.237,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1964-Q2","Q2-1964","PER","Persons","3","Thousands",,,4946.941,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1964-Q3","Q3-1964","PER","Persons","3","Thousands",,,4984.491,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1964-Q4","Q4-1964","PER","Persons","3","Thousands",,,4986.992,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1965-Q1","Q1-1965","PER","Persons","3","Thousands",,,5040.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1965-Q2","Q2-1965","PER","Persons","3","Thousands",,,5045.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1965-Q3","Q3-1965","PER","Persons","3","Thousands",,,5067.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1965-Q4","Q4-1965","PER","Persons","3","Thousands",,,5096.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1966-Q1","Q1-1966","PER","Persons","3","Thousands",,,5132.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1966-Q2","Q2-1966","PER","Persons","3","Thousands",,,5111,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1966-Q3","Q3-1966","PER","Persons","3","Thousands",,,5148.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1966-Q4","Q4-1966","PER","Persons","3","Thousands",,,5193.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1967-Q1","Q1-1967","PER","Persons","3","Thousands",,,5241.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1967-Q2","Q2-1967","PER","Persons","3","Thousands",,,5236.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1967-Q3","Q3-1967","PER","Persons","3","Thousands",,,5282.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1967-Q4","Q4-1967","PER","Persons","3","Thousands",,,5285.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1968-Q1","Q1-1968","PER","Persons","3","Thousands",,,5285,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1968-Q2","Q2-1968","PER","Persons","3","Thousands",,,5339.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1968-Q3","Q3-1968","PER","Persons","3","Thousands",,,5371.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1968-Q4","Q4-1968","PER","Persons","3","Thousands",,,5410.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1969-Q1","Q1-1969","PER","Persons","3","Thousands",,,5458.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1969-Q2","Q2-1969","PER","Persons","3","Thousands",,,5473.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1969-Q3","Q3-1969","PER","Persons","3","Thousands",,,5451,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1969-Q4","Q4-1969","PER","Persons","3","Thousands",,,5483.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1970-Q1","Q1-1970","PER","Persons","3","Thousands",,,5507,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1970-Q2","Q2-1970","PER","Persons","3","Thousands",,,5553,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1970-Q3","Q3-1970","PER","Persons","3","Thousands",,,5608.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1970-Q4","Q4-1970","PER","Persons","3","Thousands",,,5634,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1971-Q1","Q1-1971","PER","Persons","3","Thousands",,,5612.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1971-Q2","Q2-1971","PER","Persons","3","Thousands",,,5635.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1971-Q3","Q3-1971","PER","Persons","3","Thousands",,,5694.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1971-Q4","Q4-1971","PER","Persons","3","Thousands",,,5720,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1972-Q1","Q1-1972","PER","Persons","3","Thousands",,,5752,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1972-Q2","Q2-1972","PER","Persons","3","Thousands",,,5785.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1972-Q3","Q3-1972","PER","Persons","3","Thousands",,,5820.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1972-Q4","Q4-1972","PER","Persons","3","Thousands",,,5836.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1973-Q1","Q1-1973","PER","Persons","3","Thousands",,,5895.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1973-Q2","Q2-1973","PER","Persons","3","Thousands",,,5968.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1973-Q3","Q3-1973","PER","Persons","3","Thousands",,,5968.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1973-Q4","Q4-1973","PER","Persons","3","Thousands",,,6046.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1974-Q1","Q1-1974","PER","Persons","3","Thousands",,,6112.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1974-Q2","Q2-1974","PER","Persons","3","Thousands",,,6128.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1974-Q3","Q3-1974","PER","Persons","3","Thousands",,,6179.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1974-Q4","Q4-1974","PER","Persons","3","Thousands",,,6227.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1975-Q1","Q1-1975","PER","Persons","3","Thousands",,,6223.333,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1975-Q2","Q2-1975","PER","Persons","3","Thousands",,,6287.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1975-Q3","Q3-1975","PER","Persons","3","Thousands",,,6316.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1975-Q4","Q4-1975","PER","Persons","3","Thousands",,,6349.667,"B","Break"
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1976-Q1","Q1-1976","PER","Persons","3","Thousands",,,6510.9,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1976-Q2","Q2-1976","PER","Persons","3","Thousands",,,6538.5,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1976-Q3","Q3-1976","PER","Persons","3","Thousands",,,6560.7,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1976-Q4","Q4-1976","PER","Persons","3","Thousands",,,6598.267,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1977-Q1","Q1-1977","PER","Persons","3","Thousands",,,6640.267,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1977-Q2","Q2-1977","PER","Persons","3","Thousands",,,6658.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1977-Q3","Q3-1977","PER","Persons","3","Thousands",,,6695.267,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1977-Q4","Q4-1977","PER","Persons","3","Thousands",,,6730.167,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1978-Q1","Q1-1978","PER","Persons","3","Thousands",,,6763.233,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1978-Q2","Q2-1978","PER","Persons","3","Thousands",,,6820,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1978-Q3","Q3-1978","PER","Persons","3","Thousands",,,6866.833,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1978-Q4","Q4-1978","PER","Persons","3","Thousands",,,6904.733,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1979-Q1","Q1-1979","PER","Persons","3","Thousands",,,6953.467,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1979-Q2","Q2-1979","PER","Persons","3","Thousands",,,6992.667,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1979-Q3","Q3-1979","PER","Persons","3","Thousands",,,6999.4,,
"CAN","Canada","LFACTTMA","Active population, Aged 15 and over, Males","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","1979-Q4","Q4-1979","PER","Persons","3","Thousands",,,7054.967,,
